LocusTag	Gene	Length
BSU40180	yydF	147
BSU34250	epsL	606
BSU38440	ywaF	711
new_3487818_3487895_c	S1304	78
BSU03140	tmrB	591
BSU_tRNA_81	trnQ-Arg	
new_3481382_3481622_c	S1300	241
BSU00570	yabM	1596
BSU13460	rsgI	1143
BSU16410	flhG	894
new_2840432_2840765_c	S1051	334
new_1435383_1435605_c	S491	223
BSU14190	ykuR	1122
BSU28820	ysdC	1083
new_2522774_2522859_c	S915	86
new_3693907_3693970_c	S1379	64
BSU35810	gerBB	1104
new_4109676_4109842	S1538	167
BSU37340	ywiB	426
BSU16090	sucC	1155
BSU32750	metN	1023
BSU34590	mdxG	834
BSU26720	azlB	471
new_1765748_1765813	S605	66
BSU24900	rpmGA	147
new_1107562_1107672	S364	111
BSU00140	dck	651
BSU01140	ybaC	954
BSU24470	yqhS	444
new_2869631_2869739_c	S1062	109
new_3546861_3547259	S1319	399
new_3136712_3136937_c	S1172	226
new_3861223_3861307_c	S1457	85
new_2191556_2193247_c	S775	1692
BSU07640	yflL	273
BSU23830	yqjL	759
BSU21170	yomZ	393
BSU09830	yhaX	864
BSU01820	adaB	537
new_2915149_2915261_c	S1079	113
BSU31360	yugK	1170
new_22452_22529	S14	78
BSU25860	yqcG	1593
BSU25930	yqcE	162
BSU26040	yqbN/2	438
BSU23810	yqjN	1641
BSU01450	ybxA	843
BSU17950	yneJ	489
BSU33630	secG	228
new_4144079_4144300_c	S1551	222
BSU19730	yodS	687
BSU09860	khtT	495
BSU36730	ywmD	672
BSU04040	ycsE	747
BSU14420	ykoA	267
BSU05840	gmuD	1395
new_1483671_1483955	S513	285
BSU37770	rocB	1698
new_3136119_3136205_c	S1171	87
BSU12210	yjiB	1188
new_1447893_1448237_c	S501	345
new_449651_449723	S132	73
BSU07400	yfmO	1188
BSU20410	yorE	369
BSU31620	mrpC	339
new_936766_937078	S298	313
BSU35530	tagO	1074
BSU05030	yddM	939
BSU33070	gerAC	1119
BSU04610	ydcA	597
BSU32980	yusZ	840
BSU07660	yflJ	135
BSU03080	ycgE	465
new_1429967_1430160_c	S487	194
BSU39500	yxeM	792
BSU33550	yvaC	1893
BSU39170	yxzG	450
BSU37060	tdk	585
new_2432172_2432238_c	S883	67
BSU28060	spoIIB	996
BSU26500	yrkI	225
BSU20640	yoqG	255
BSU03470	hxlR	360
BSU30210	bioD	693
BSU11970	yjcS	315
BSU11980	yjdA	753
new_4093838_4093937_c	S1532	100
BSU04410	ydbB	339
BSU17960	yneK	426
BSU40810	yyaM	915
BSU24300	yqiB	1344
BSU25010	yqgE	1290
BSU14940	ylbA	360
new_502632_502875	S151	244
BSU08780	ygaJ	753
BSU19040	csaA	330
BSU31850	yueC	453
BSU38630	katX	1641
new_4040876_4040985_c	S1516	110
new_1643910_1644485_c	S572	576
BSU36760	murAA	1308
new_2712243_2712576_c	S991	334
BSU29470	ackA	1185
BSU34020	yvbX	1032
new_838921_839051_c	S264	131
BSU05460	ydfL	810
BSU36150	ywqN	543
new_3791649_3791748_c	S1429	100
new_2600156_2602305	S951	2150
BSU37400	albD	1308
BSU20250	mtbP	1329
BSU30700	rpmEB	246
BSU09190	yhcR	3651
new_2780894_2780990_c	S1030	97
BSU40830	yyaK	897
BSU24560	gcvPA	1344
BSU15390	sepF	447
BSU39350	hutH	1524
BSU29950	ytlQ	912
BSU06780	yeeC	1146
BSU25780	arsC	417
BSU11160	yitW	306
BSU10280	yhfM	393
new_2213079_2214861	S790	1783
BSU34320	epsF	1152
BSU01720	ybbK	453
BSU21460	bdbA	411
BSU05360	ydfC	918
BSU21400	yomD	822
BSU17970	cotM	390
new_1894896_1895211	S636	316
BSU24230	spoIVB	1275
BSU34130	ganA	2061
BSU03690	gerKD	219
BSU40680	yybD	441
new_3299701_3300252	S1237	552
BSU10770	wprA	2682
BSU23660	yqkB	321
new_2157233_2157340_c	S764	108
BSU00980	sigH	654
new_2352467_2352591_c	S851	125
BSU07820	treR	714
BSU25170	yqfO	1119
BSU26830	zinT	753
new_3747092_3747171_c	S1404	80
BSU37970	ung	675
BSU00310	holB	987
BSU16290	flgE	792
BSU30900	cotS	1053
BSU16450	cheC	627
BSU10310	yhfO	447
BSU18709	yozT	237
BSU00380	metS	1992
BSU38650	yxlG	777
new_886682_886774_c	S282	93
BSU_CDS_3119273	ytrG	138
BSU04820	immR	381
BSU24680	comGF	381
new_3355486_3355592_c	S1257	107
BSU11381	appA/1	462
BSU01370	adk	651
BSU_misc_RNA_6	BSU_misc_RNA_6	
BSU17310	ymaG	369
BSU12570	xtmA	795
BSU31959	ybdZ	207
BSU09330	yhcZ	642
BSU20920	yopE	249
new_1038761_1038814	S335	54
BSU14030	ykuC	1290
BSU01910	skfA	165
BSU_misc_RNA_19	BSU_misc_RNA_19	
BSU11450	oppC	915
BSU23720	yqzH	204
new_1527018_1527086_c	S530	69
BSU28690	glcF	1332
BSU22750	menH	699
BSU_misc_RNA_44	BSU_misc_RNA_44	
BSU27785	yrzF	645
BSU04200	ydaE	501
new_432271_432371	S130	101
BSU21760	ypmP	249
BSU29050	ytbE	840
BSU05900	thiL	975
new_2262268_2262436	S805	169
BSU02619	yczK	174
BSU15040	ylbK	780
BSU03040	amyE	1980
BSU02270	pssA	531
BSU18030	tlp	249
BSU08410	yfiV	480
BSU01670	amiE	1323
BSU34890	hisH	636
BSU05630	bstG	516
BSU22610	tyrA	1113
new_352793_352857	S119	65
BSU37370	albA	1344
BSU_rRNA_15	rrnI-5S	
BSU37180	fadF	2115
BSU06470	purQ	681
new_2843111_2843532	S1054	422
BSU35170	uvrB	1983
new_511038_511105	S158	68
BSU28190	ysxC	585
new_2454265_2454346_c	S892	82
new_1151121_1151285	S385	165
BSU02900	yceD	579
new_655138_655222	S213	85
BSU29550	ytcJ	1587
BSU29805	sftA	2856
BSU35580	tuaD	1383
BSU17270	pghC	705
BSU05710	ydhD	1317
BSU40650	yybG	837
BSU34670	yvdA	591
BSU02030	prkD	768
new_1912142_1913240_c	S651	1099
new_4198071_4198574	S1574	504
BSU20780	yopS	222
new_2779386_2779461_c	S1028	76
BSU26780	bstE	501
BSU22770	mtrB	225
BSU05520	ydzH	234
BSU09410	phoA	1383
BSU25320	yqfG	471
BSU01845	ybcC	2613
BSU28790	araB	1680
BSU_tRNA_76	trnSL-Thr1	
BSU19330	sodF	843
BSU02330	ybfQ	966
BSU31080	bslA	543
BSU36690	rapB	1131
BSU38600	licR	1923
BSU20010	yosT	447
new_3830002_3830131_c	S1448	130
BSU11809	yjcZ	147
BSU35360	hag	912
BSU05250	ydeM	423
new_3154077_3154734_c	S1178	658
BSU_tRNA_51	trnS-Leu2	
BSU06920	yesJ	540
BSU26410	yrkR	417
new_1655375_1655445	S573	71
BSU15340	ylmA	792
new_2752064_2752166_c	S1015	103
new_2930473_2930793_c	S1081	321
BSU_misc_RNA_63	BSU_misc_RNA_63	
BSU31110	yubF	261
new_3410379_3410465	S1278	87
BSU05910	tsaE	474
BSU18000	citB	2727
BSU29060	ytaG	591
BSU04580	cshA	1533
BSU40300	rapG	1095
BSU03540	ycxB	555
BSU_misc_RNA_11	Thi-box	
BSU20540	yoqR	354
new_2735457_2735681_c	S1004	225
BSU20820	yopO	210
BSU_misc_RNA_10	BSU_misc_RNA_10	
new_1940412_1941158_c	S675	747
BSU02090	ybxI	801
new_2450326_2450402_c	S891	77
BSU35630	lytB	2115
BSU06560	yerA	1740
new_4121082_4121165_c	S1541	84
BSU35250	ftsX	888
BSU35520	tagV	1173
BSU13560	mtnK	1197
new_1884169_1884237	S628	69
BSU17470	ynxB	288
new_1929410_1929480	S669	71
BSU17640	yncD	1182
BSU12020	manA	945
BSU28870	infC	519
BSU13040	hmp	1197
BSU12420	yjoB	1269
BSU40160	yydH	756
BSU35690	ggaA	1338
new_1121267_1121506	S369	240
BSU17040	mutS	2574
new_4104900_4105513	S1535	614
BSU40760	yyaP	564
new_226436_226565	S80	130
BSU23370	ypuA	870
BSU18730	yoaS	480
BSU04380	ydaT	450
BSU26000	yqbR	261
BSU30820	menD	1740
new_2417904_2417983_c	S879	80
BSU26150	yqbD	966
new_3918519_3918628_c	S1473	110
BSU07300	yfnE	1176
new_4062713_4063346	S1520	634
new_3681497_3681845_c	S1376	349
BSU11910	yjcM	1227
BSU30370	bceB	1938
new_2892550_2894991	S1070	2442
BSU02420	glnT	1389
new_2841021_2841168	S1053	148
new_3183217_3183608	S1184	392
BSU29740	ccpA	1002
new_600145_600228_c	S194	84
new_3852070_3852185_c	S1453	116
new_275603_275837	S95	235
BSU18340	ppsA	7683
BSU31350	pgi	1353
BSU39030	yxiT	240
BSU29390	snaA	534
BSU36830	atpA	1506
new_2525615_2525743_c	S916	129
BSU13050	ykzH	222
BSU17490	ynzG	249
BSU04590	ydbS	477
BSU02630	tatAD	210
BSU36540	ywnJ	420
BSU20050	yosQ	519
BSU36330	ywpF	408
new_3224752_3224810	S1199	59
BSU03030	ycgB	579
BSU29210	accD	786
new_2599926_2600047_c	S948	122
BSU07030	yesU	660
BSU10130	hemH	930
BSU_misc_RNA_3	BSU_misc_RNA_3	
BSU31260	mcpB	1986
BSU11270	yjzD	183
BSU07600	yflP	777
BSU39139	yxzJ	129
BSU10930	yitB	708
BSU31490	pbpD	1872
BSU00370	abrB	282
new_1075165_1075252_c	S355	88
new_2600049_2600188_c	S949	140
BSU15540	pyrD	933
BSU24750	yqhB	1326
BSU12160	yjgC	2955
new_347027_347149	S116	123
new_2409565_2409634	S873	70
BSU06559	yezF	225
new_3649731_3649813_c	S1360	83
new_1398413_1398495	S476	83
new_2075780_2076111	S724	332
BSU00940	cysS	1398
BSU40530	cotF	480
BSU21160	yonA	468
BSU20280	yorR	495
BSU11590	yjbL	366
BSU35390	yviE	573
BSU05440	nap	900
new_2049454_2050111	S706	658
new_2228723_2229384	S802	662
BSU37800	sivA	462
BSU40021	yxaK	402
BSU10810	yisP	822
BSU25350	yqfD	1194
BSU09260	yhxA	1350
BSU18970	yobI	3603
BSU34190	lutP	1689
new_2961505_2961585_c	S1090	81
BSU05990	tatCY	762
BSU23330	ypuC/2	288
BSU36120	ywrB	591
BSU_tRNA_7	trnSL-Ser1	
new_3236475_3237156	S1207	682
new_654693_655136	S212	444
BSU38750	cydB	1014
new_4122850_4123061_c	S1542	212
BSU37480	ywhH	471
BSU05109	ydzN	183
BSU07860	yfkL	1188
BSU08200	malP	1581
new_2193662_2194052_c	S776	391
new_2516201_2516406	S911	206
new_3634793_3634897_c	S1351	105
BSU19220	recQ	1773
BSU28310	ilvB	1722
BSU34180	lutR	525
BSU33290	fhuC	807
BSU28460	yslB	444
BSU09070	yhcG	696
BSU01050	rplL	369
BSU35720	tagF	2238
new_344370_344497	S115	128
BSU18310	ppsD	10809
new_2028811_2029019	S692	209
BSU05270	ydzF	327
BSU07490	fecF	798
BSU01130	tufA	1188
BSU23100	sigX	582
BSU15510	pyrAA	1092
BSU12590	xkdE	1485
BSU17510	ynaC	789
BSU18330	ppsB	7680
BSU16260	ylxF	639
BSU_rRNA_16	rrnH-16S	
BSU09430	citR	924
new_2869307_2869365_c	S1061	59
BSU10020	serC	1077
BSU01220	rpsC	654
BSU35990	ywrO	525
BSU13789	ykzQ	225
BSU_misc_RNA_32	bsrA	
BSU08220	yfiC	1812
BSU21180	yomY	252
new_3321221_3321355_c	S1249	135
BSU00660	yabT	1014
new_4159718_4159789	S1558	72
BSU26075	yqbK	1398
new_837745_838076	S263	332
BSU14840	ylaN	279
BSU40400	walK	1833
new_2056617_2057213	S711	597
new_1917098_1917430	S658	333
BSU29460	moaB	510
new_4084590_4084742_c	S1528	153
new_47673_50019_c	S25	2347
BSU_misc_RNA_52	BSU_misc_RNA_52	
BSU07870	yfkK	213
BSU38570	licA	330
BSU09370	lytF	1464
new_2203985_2204049_c	S783	65
BSU_tRNA_52	trnB-Val	
BSU05670	ydgJ	492
new_2996886_2997300_c	S1113	415
BSU13020	ykgA	789
BSU34930	hisZ	1173
BSU22870	fni	636
new_2041228_2041329_c	S700	102
BSU12250	yjkB	750
new_1522479_1523083_c	S528	605
BSU36840	atpH	543
BSU32710	sufC	783
BSU31600	mrpA	2322
new_1674154_1674258	S580	105
new_3951938_3952042	S1479	105
BSU27140	oatA	1902
new_1045199_1045317	S341	119
BSU32030	yuiG	600
BSU_misc_RNA_16	YkkC riboswitch	
BSU23930	yqjC	420
BSU09700	bmrB	159
BSU35270	cccB	336
BSU22250	yppG	375
BSU37440	ywhL	1374
new_2592930_2593257_c	S943	328
BSU14610	pdhD	1410
BSU02130	glpQ	879
BSU06078	ydzW/5	195
BSU39430	deoR	939
BSU04000	ycsA	1062
BSU18990	yobK	456
BSU00490	spoVG	291
BSU37490	speB	870
BSU36950	tsaC	1038
BSU06940	yesL	627
BSU34630	yvdE	948
BSU24720	comGB	969
BSU34600	mdxF	1305
BSU02010	ybdK	960
new_4167085_4167598_c	S1561	514
BSU18790	yoaZ	630
BSU26970	adhB	1134
new_299_1067_c	S4	769
BSU07720	yflD	135
BSU23110	resE	1767
new_2367761_2367905_c	S856	145
BSU37750	ywfA	1236
BSU24270	dxs	1899
BSU38890	yxjN	471
BSU39110	deaD	1437
BSU28610	zapA	255
BSU02540	ycbK	936
BSU23740	yqjU	189
BSU09450	yhdF	867
BSU41060	rpmH	132
BSU34770	yvcJ	885
BSU23820	yqjM	1014
BSU39590	yxeD	351
BSU01640	btr	1587
BSU38420	sacY	840
BSU18080	yneT	405
new_1313663_1313744_c	S453	82
BSU33940	gapA	1005
BSU23320	ypzC	234
BSU17670	cotU	258
new_496980_497767	S149	788
BSU05860	gmuE	897
BSU22090	kdgT	990
BSU16210	fliF	1608
BSU30710	ythA	1314
BSU36030	ywrK	1326
BSU18760	yoaU	870
new_2037498_2037600_c	S698	103
BSU10920	yitA	1167
BSU39510	snaB	495
new_2836807_2836908_c	S1050	102
new_4109864_4110916_c	S1539	1053
BSU12470	yjqA	375
BSU07140	yetF	693
BSU00320	yaaT	825
BSU01870	ybcH	288
BSU00040	recF	1110
BSU30950	glgA	1452
BSU15160	pbpB	2148
BSU15980	ffh	1338
BSU36090	ywrE	333
BSU28290	ilvC	1026
BSU09130	tcyP	1389
BSU01070	rpoB	3579
BSU02590	ycbP	384
new_2152853_2153170_c	S759	318
BSU11080	yitQ	735
new_1717808_1717932	S586	125
new_339807_339955_c	S111	149
BSU16680	rpsO	267
BSU03810	fpbO	945
BSU09380	nsrR	438
BSU36520	nrgB	348
new_4154972_4155052_c	S1554	81
BSU11960	yjcR	525
BSU03310	nasC	2130
new_2488815_2488968	S907	154
BSU29080	mutM	834
BSU33300	fhuG	1008
BSU04570	murF	1371
BSU34400	padC	483
BSU09290	glpK	1488
BSU25480	grpE	561
new_2404091_2404172_c	S870	82
BSU14170	ykuP	534
BSU13940	ykwB	519
new_159779_160673	S63	895
BSU36490	ywoC	567
BSU02140	glpT	1332
BSU15370	ylmD	834
BSU14970	ylbD	396
BSU_rRNA_25	rrnG-16S	
new_1530423_1530536	S532	114
BSU33930	pgk	1182
BSU25400	yqeY	444
BSU20980	yonV	1230
BSU18930	yobH	609
BSU39450	yxeR	1110
BSU25960	yqcB	270
BSU27130	rsiV	855
BSU22310	recU	618
BSU34820	bmrA	1767
BSU12390	uxaA	1491
BSU12690	xkdP	705
new_2393238_2393421	S865	184
new_2709471_2710001_c	S990	531
new_967323_967934	S312	612
BSU08590	yfhM	858
BSU29940	ytlR	927
new_3170472_3171891	S1180	1420
new_2362339_2362406_c	S853	68
BSU39360	hutU	1656
new_3566276_3566357_c	S1321	82
new_2564914_2565669	S929	756
new_4134175_4134435_c	S1547	261
BSU10650	sbcC	3390
BSU03700	gerKA	1632
BSU06033	ydzT/1	105
BSU29330	cmoO	1002
new_728319_728449_c	S236	131
BSU19080	yobT	699
new_4176526_4176840	S1567	315
BSU10200	yhfE	1038
BSU04420	ydbC	357
new_1784630_1785132	S617	503
BSU08990	yhbI	462
BSU26890	csn	831
BSU12940	dppC	960
BSU09560	cueR	429
new_101212_101289	S44	78
new_2273801_2274302	S811	502
new_3246432_3246527	S1210	96
BSU02870	znuB	840
BSU_rRNA_9	rrnW-16S	
BSU04830	xis	192
new_3605398_3606736_c	S1338	1339
BSU22940	prsW	654
BSU26920	yraJ	360
BSU04120	yczI	243
BSU03982	mtlF	429
BSU17020	ymcA	429
BSU29820	ytpR	603
BSU40380	yycI	840
BSU22410	panD	381
BSU08500	yfhE	108
BSU29670	tyrS	1266
BSU23350	ypzD	210
BSU33050	gerAA	1446
BSU18230	yngG	897
BSU00270	yaaO	1440
new_2791968_2792100_c	S1035	133
new_1446289_1447115_c	S498	827
BSU07350	yfmT	1455
BSU17230	pksS	1128
BSU13390	ykoT	1011
new_3108426_3108524_c	S1161	99
BSU10009	yhzF	189
BSU27190	yrzI	147
BSU40960	parB	846
new_1938860_1938924	S674	65
new_744739_744850	S243	112
BSU13220	thiW	1470
new_2678362_2678577_c	ratA	216
new_3788004_3788274_c	S1426	271
BSU27100	yrhP	630
BSU10450	yhjB	1467
new_2329736_2330041_c	S838	306
BSU22790	hbs	276
BSU05420	ydfI	639
BSU34810	yvcD	1452
BSU05408	ydzP	177
BSU20130	yosG	360
BSU31945	yukJ	675
BSU23180	spmA	588
BSU_misc_RNA_53	BSU_misc_RNA_53	
BSU01770	glmM	1344
new_1751_1938	S5	188
BSU26940	yraH	384
BSU31240	mcpA	1983
BSU35430	flgM	264
new_2381192_2381353_c	S858	162
new_2415264_2415371	S877	108
BSU_tRNA_82	trnSL-Gly1	
BSU23260	ribA	1194
BSU19200	desR	597
BSU10460	yhjC	198
BSU06960	yesN	1104
BSU07200	yetJ	642
BSU23710	polY2	1236
BSU19390	yojN	912
BSU24740	corA	951
BSU35930	rbsD	393
BSU27650	secDF	2211
BSU18590	yoaG	402
new_2997283_2999078	S1114	1796
BSU11930	yjcO	459
BSU35950	rbsC	966
BSU08160	yfjB	1221
BSU03120	ycgI	732
new_2812134_2812231_c	S1043	98
BSU37320	narK	1185
new_1276876_1277061_c	S441	186
new_942230_942320_c	S300	91
BSU02920	yceF	771
BSU22920	ypeB	1350
BSU09360	yhdC	321
BSU08140	yfjD	555
BSU27260	mccA	921
BSU16490	rpsB	738
new_3579515_3579589_c	S1329	75
BSU10970	yitF	1113
new_875144_875427	S278	284
BSU39780	iolS	930
BSU26039	yqbN/1	189
BSU36100	ywrD	1575
new_678952_679246_c	S224	295
BSU04930	conD	522
BSU19290	yozO	342
new_2325774_2325853	S836	80
new_3568195_3568456_c	S1322	262
BSU27660	comN	294
new_2412975_2413587	S876	613
BSU09740	yheF	123
new_528616_528703	S168	88
BSU27040	levG	825
new_988013_988416_c	S318	404
new_2119268_2119353	S750	86
BSU24150	mmgC	1134
BSU37950	ywdI	315
new_613552_613640	S199	89
BSU12000	manR	1944
BSU04920	conC	246
BSU37870	spsE	1119
new_532412_532652_c	S170	241
BSU13810	ykvS	429
BSU22540	qcrC	765
BSU25110	yqfU	879
new_1596301_1596473	S560	173
new_55707_55815	S32	109
BSU36170	ywqL	714
BSU07690	yflG	747
BSU38400	epr	1935
BSU37640	lipL	843
BSU38360	ywbD	1188
BSU26260	yqaM	939
BSU40220	yydB	1443
BSU06040	ydiM	378
BSU01980	skfH	423
BSU14830	ylaM	927
BSU26200	yqaS	717
BSU17830	yndM	537
new_2401843_2402036	S869	194
BSU39860	aldX	1335
BSU02290	psd	789
new_3440953_3441054_c	S1282	102
BSU01280	rplE	537
new_1499752_1499838	S521	87
BSU_misc_RNA_25	BSU_misc_RNA_25	
BSU00800	yazB	207
new_3985282_3985350_c	S1490	69
new_2226061_2227296	S801	1236
BSU01610	feuC	1182
BSU34970	yvoE	648
BSU13440	ykoY	972
new_2549645_2549774	S923	130
BSU06049	ydzV	357
BSU39660	yxdJ	687
	bsrF	
new_659222_659341_c	S215	120
BSU01210	rplV	339
BSU05020	phrI	117
BSU26490	yrkJ	783
BSU17110	pksD	888
new_2599267_2599375_c	S946	109
new_3983174_3984118	S1489	945
BSU35210	yvkA	1332
BSU16610	ylxR	273
BSU17610	xylB	1497
BSU19810	yodU	423
new_2722645_2722745	S999	101
new_3980704_3983186_c	S1488	2483
BSU17170	pksI	747
BSU21350	cwlP	6855
BSU39310	yxiC	267
BSU37540	ywhB	186
new_1518175_1519804_c	S526	1630
new_4154502_4154694_c	S1553	193
new_1899126_1899205_c	S638	80
new_2854627_2854844_c	S1059	218
BSU26620	yrdR	963
new_3718617_3718717	S1389	101
new_3021166_3021232	S1122	67
new_798340_798468	S251	129
BSU38930	yxjJ	261
BSU07550	yflT	345
BSU21060	yonK	189
BSU17150	pksG	1260
BSU06380	yebC	801
new_1518186_1518290	S527	105
new_3239640_3239929	S1208	290
new_4012758_4012865_c	S1507	108
BSU19350	yocS	963
new_2648688_2648796_c	S970	109
BSU13740	queE	729
new_1485356_1485452	S516	97
BSU13200	rsbRB	831
BSU17480	ynzF	342
BSU31210	rhaR	774
BSU02930	yceG	1611
BSU10510	yhjH	525
BSU39650	yxdK	975
BSU32300	yutE	432
new_3483888_3483998_c	S1303	111
BSU32360	yunC	303
new_3545605_3545858	S1317	254
new_984790_984900	S317	111
new_2740413_2740741	S1008	329
BSU30330	ytvB	333
BSU31810	yuzE	387
BSU38800	yxkH	837
new_2569624_2570653	S931	1030
BSU10250	lplJ	993
BSU01400	rpmJ	111
BSU07370	yfmR	1887
BSU26310	yqaH	255
BSU25390	yqeZ	1311
BSU16150	clpQ	543
BSU28900	pftB	693
BSU34370	epsA	702
new_2601330_2601527_c	S952	198
new_1228926_1229067	S411	142
BSU24570	gcvT	1086
new_342467_342537	S113	71
new_1868453_1868560	S621	108
BSU03020	ycgA	1188
new_3606777_3607493	S1339	717
BSU03359	yczL	183
BSU22440	birA	975
BSU29180	pyk	1755
BSU36680	ywmF	477
new_2435792_2435878_c	S886	87
BSU23480	dacF	1167
BSU25210	dnaG	1809
BSU28470	lysC	1224
BSU05890	ydhU/1	726
BSU04039	yczO	162
new_1291189_1291343	S448	155
BSU21300	yomM	999
BSU23150	resA	543
BSU30740	mntD	885
BSU23540	yqkK	213
BSU09990	scoC	609
BSU25910	yqxH	420
BSU34830	yvzA	357
BSU23950	yqjA	966
BSU12539	ykzK	165
new_1534271_1535874	S534	1604
BSU10690	gerPD	174
BSU15100	ylbP	480
BSU37810	spsL	453
BSU_rRNA_23	rrnI-16S	
new_4140150_4140220_c	S1549	71
BSU07850	yfkM	516
BSU23520	fur	447
new_2879714_2879844_c	S1065	131
new_3187402_3187502	S1185	101
new_3228712_3228777	S1204	66
new_615623_615761_c	S200	139
BSU32850	fadM	906
BSU39480	yxeO	747
new_2169927_2169994	S771	68
BSU25440	yqeU	768
BSU10030	hit	435
BSU28580	mutSB	2355
BSU31580	maeN	1344
BSU35180	csbA	228
BSU37680	bacG	777
BSU26748	yrdD/1	156
BSU17570	xynP	1389
BSU13080	ykkB	516
BSU27850	nadA	1104
BSU06190	ydjG	1023
BSU28710	cstA	1794
new_2879296_2879712_c	S1064	417
BSU32740	metP	666
BSU30690	ytiB	561
new_18976_19061	S12	86
BSU01020	rplK	423
new_3991968_3992056_c	S1494	89
new_2221793_2222297	S797	505
BSU18840	xynA	639
BSU01920	skfB	1230
BSU32780	yusF	438
new_2002172_2002505	S680	334
BSU06690	gatB	1428
BSU20200	yorZ	210
BSU38830	aldY	1455
BSU18430	yogA	987
BSU16810	ymfC	723
BSU06740	yefB	900
BSU27200	yrhG	798
new_88636_88726	S42	91
BSU34980	yvoD	936
BSU21100	yonG	918
BSU10940	yitC	684
new_3816500_3816558_c	S1444	59
BSU06680	gatA	1455
BSU22200	cotD	225
new_1491217_1492167	S518	951
BSU00770	sul	855
BSU_rRNA_4	rrnA-16S	
BSU03300	nasD	2415
new_2433788_2434859	S885	1072
new_2966289_2966367_c	S1092	79
BSU26170	yqbB	915
BSU39080	licT	831
BSU24330	yqhY	405
new_3996629_3996729	S1496	101
BSU02370	gamR	705
BSU03450	hxlB	555
BSU00030	yaaA	213
BSU02980	opuAA	1254
BSU01760	cdaR	1449
BSU37650	cysL	897
BSU07680	yflH	312
BSU21329	youB	174
BSU29870	ytzB	315
new_697093_697156	S229	64
BSU00360	yabC	876
new_2220947_2221060_c	S795	114
BSU24160	mmgB	732
BSU16580	polC	4311
BSU35480	degV	843
BSU11070	yitP	534
BSU22360	asnS	1290
BSU39380	hutG	957
BSU22140	kduD	762
BSU13509	ykzP	153
BSU28400	ysmB	438
new_3979198_3979406_c	S1486	209
BSU15000	ylbG	270
BSU21860	brxA	432
new_204977_205210	S72	234
BSU06930	yesK	387
BSU19480	yojE	894
new_3672498_3672737_c	S1369	240
new_312063_312158	S106	96
BSU09540	plsC	597
BSU_tRNA_32	trnD-Val	
BSU40860	yyaH	378
new_3902136_3902209_c	S1464	74
BSU22160	yptA	189
BSU27150	yrhK	288
BSU30850	ytdA	816
BSU40259	yyzG	168
BSU13780	ykvP	1197
BSU16110	dprA	891
BSU40529	yyzH	147
BSU10170	fabHB	975
new_1168838_1168972_c	S392	135
BSU14629	sr1	
BSU29700	acuB	642
BSU32930	yusU	285
BSU12540	xkdD	348
BSU30080	yteV	180
new_1207812_1208152	S401	341
BSU29320	cmoI	279
new_3510674_3510779	S1309	106
BSU22010	ypcP	888
BSU15880	fapR	564
new_1_148	S1	148
BSU02810	cwlK	501
new_267772_267889	S94	118
new_3589361_3589438_c	S1332	78
BSU02970	yceK	300
new_1044247_1044317_c	S339	71
new_1569226_1569349_c	S547	124
BSU03640	bsdC	1419
BSU14350	yknX	1131
BSU38210	gtcA	381
BSU20060	nrdEB	3504
BSU29000	nrdR	456
new_1004835_1004923	S322	89
BSU39690	iolH	867
BSU12890	ykcC	969
new_3694080_3694200	S1380	121
BSU25270	glyQ	885
BSU17820	pghL	756
new_1168046_1168198_c	S391	153
BSU08940	yhbD	714
new_3680421_3680580_c	S1373	160
BSU31710	comQ	897
BSU_tRNA_21	trnE-Met	
BSU31180	rhaA	1272
new_2069030_2069174_c	S713	145
BSU14760	ylaF	186
BSU34490	yvdS	333
new_752253_752357	S245	105
new_3105800_3106064_c	S1158	265
BSU10320	yhfP	990
BSU00620	divIC	375
BSU12550	xtrA	204
BSU14140	ccpC	879
BSU10910	yisZ	597
new_2029314_2029407	S693	94
new_1117688_1117833	S366	146
BSU14360	yknY	690
new_3257233_3257319_c	S1216	87
new_1559111_1559216	S542	106
BSU04400	gsiB	369
BSU13680	motB	783
BSU34440	pbpE	1353
BSU00530	spoVC	564
BSU02570	ycbN	837
new_3671623_3672496_c	S1368	874
BSU32190	yuzB	234
new_2469509_2469579_c	S900	71
BSU38770	cimH	1350
BSU00400	yabE	1311
BSU20770	yopT	216
BSU34050	lutA	714
BSU30320	leuS	2412
BSU23580	ansA	987
new_2649776_2649841	S971	66
BSU38020	pdxK	813
BSU40930	yyaE	2001
BSU01160	rplC	627
new_1044967_1045036	S340	70
BSU28200	lonA	2322
BSU09470	yhdH	1353
BSU20630	yoqH	450
BSU36790	ywmA	471
new_740214_740287	S242	74
BSU00420	ksgA	876
BSU24520	mntR	426
new_2214865_2214961_c	S791	97
BSU05210	ydeI	591
BSU40120	yyzE	228
BSU24690	comGE	345
new_3244617_3244738	S1209	122
BSU18540	yoaB	1242
new_3276604_3276710	S1227	107
BSU30670	luxS	471
BSU12190	yjhB	510
BSU22950	ypdA	972
BSU39200	yxzC	366
new_3728379_3728510_c	S1392	132
BSU14750	ylaE	609
BSU31020	yuaF	522
BSU08890	ygaO	471
BSU08680	ygaC	528
BSU03740	yclI	1458
new_3654055_3654138_c	S1361	84
BSU39490	yxeN	672
new_678515_679050	S223	536
